Observation #,Easting,Northing,GPS #,Waypoint,Photo,Camera,Cover Class,Incline,Family,Identify Plant,Match Found?,Match Status?,genus,species,LAT,LONG,Number,Number Total (vascular),Number Unique,Plant Description,Abstract,Team,Correct ID,Notes,QC
"MJV1-14-BIO-VT-1,1-3D",608791.81 m E,3899710.08 m N,,,"MJV1-14-BIO-VT-1,1-3D.jpg",,Rock,~6°,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 4.409""","-115° 48' 15.804""",3,4,2,"Asteraceae family, bright, yellow flowers on bush of very pale green/frosty white leaves","Slight incline, chunks of rock with gravel","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-4B",608795.86 m E,3899706.14 m N,,,"MJV1-14-BIO-VT-1,1-4B.jpg",,Sand (<2mm),0,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 4.279""","-115° 48' 15.645""",2,8,3,"Opposite leaves, linear, furry. Arizona Popcornflower",Sandy stream channel with few cobbles and boulders,"Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-4D",608796.89 m E,3899711.36 m N,,,"MJV1-14-BIO-VT-1,1-4D.jpg",,Rock,~4°,Onagraceae,Camissonia boothii,Yes,Keep,Camissonia,boothii,"35° 14' 4.448""","-115° 48' 15.602""",1,4,4,"Spotted leaves, no flowers","Large basaltic boulder, few smaller cobbles and boulders. Gravel.","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-4D",608796.89 m E,3899711.36 m N,,,"MJV1-14-BIO-VT-1,1-4D.jpg",,Rock,~4°,Boraginaceae,Phacelia rotundifolia,Yes,Keep,Phacelia,rotundifolia,"35° 14' 4.448""","-115° 48' 15.602""",1,4,4,Round-leaf Phacelia,"Large basaltic boulder, few smaller cobbles and boulders. Gravel.","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-4D",608796.89 m E,3899711.36 m N,,,"MJV1-14-BIO-VT-1,1-4D.jpg",,Rock,~4°,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 4.448""","-115° 48' 15.602""",1,4,4,"Very small, leaves and stem only. No flowers.","Large basaltic boulder, few smaller cobbles and boulders. Gravel.","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-5B",608805.88 m E,3899705.15 m N,,,"MJV1-14-BIO-VT-1,1-5B.jpg",,Gravel (2-50mm),~1°,Asteraceae,Tetraneuris acaulis,Yes,Keep,Tetraneuris,acaulis,"35° 14' 4.243""","-115° 48' 15.250""",1,2,2,"Four Nerve Daisy Angelita Daisy, really small, only 2 flowers","Gravelly wash area, large granitic boulders.","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-5C",608806.68 m E,3899706.93 m N,,,"MJV1-14-BIO-VT-1,1-5C.jpg",,Rock,~27°,Asteraceae,Perityle emoryi,Yes,Keep,Perityle,emoryi,"35° 14' 4.301""","-115° 48' 15.217""",1,2,2,Rock Daisy,"1m+ granitic boulder at base of incline, smaller granitic and basaltic cobbles and boulders, scant gravel","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-5C",608806.68 m E,3899706.93 m N,,,"MJV1-14-BIO-VT-1,1-5C.jpg",,Rock,~27°,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 4.301""","-115° 48' 15.217""",1,2,2,"Opposite leaves, linear, furry. Arizona Popcornflower","1m+ granitic boulder at base of incline, smaller granitic and basaltic cobbles and boulders, scant gravel","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-6C",608819.98 m E,3899705.54 m N,,,"MJV1-14-BIO-VT-1,1-6C.jpg",,Rock,~8°,Asteraceae,Perityle emoryi,Yes,Keep,Perityle,emoryi,"35° 14' 4.250""","-115° 48' 14.692""",1,11,4,Rock Daisy,"Rocky slope, angular rocks","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-6C",608819.98 m E,3899705.54 m N,,,"MJV1-14-BIO-VT-1,1-6C.jpg",,Rock,~8°,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 4.250""","-115° 48' 14.692""",7,11,4,"Opposite leaves, linear, furry. Arizona Popcornflower","Rocky slope, angular rocks","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-6D",608822.31 m E,3899708.90 m N,,,"MJV1-14-BIO-VT-1,1-6D.jpg",,Rock,~12°,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 4.359""","-115° 48' 14.598""",3,3,1,"Opposite leaves, linear, furry. Arizona Popcornflower","Rocky slope, angular rocks, very little gravel","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-6E",608823.27 m E,3899712.12 m N,,,"MJV1-14-BIO-VT-1,1-6E.jpg",,Rock,~14°,Asteraceae,Perityle emoryi,Yes,Keep,Perityle,emoryi,"35° 14' 4.463""","-115° 48' 14.558""",1,1,1,Rock Daisy,"Rocky slope, angular rocks, scant gravel, mixed basalt and granite","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-7A",608829.15 m E,3899700.10 m N,,,Mjv114_bio_vt_kjs_unk1.jpg,,Rock (>50mm),0,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 4.070""","-115° 48' 14.332""",2,2,1,Mulefat,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7B",608832.18 m E,3899697.92 m N,,,"Mjv114_bio_vt_kjs_Plagiobothrys_arizonicus_young.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _small.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _1.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _2.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _3.jpg",,Gravel (2-50mm),0,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 3.998""","-115° 48' 14.213""",1,2,2,"Opposite leaves, linear, furry. Arizona Popcornflower","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7B",608832.18 m E,3899697.92 m N,,,Mjv114_bio_vt_kjs_unk1.jpg,,Gravel (2-50mm),0,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 3.998""","-115° 48' 14.213""",1,2,2,Mulefat,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7C",608830.58 m E,3899702.01 m N,,,Mjv114_ bio_vt_kjs_unk3.jpg,,Rock (>50mm),0,Poaceae,Cynodon dactylon,Yes,Keep,Cynodon,dactylon,"35° 14' 4.132""","-115° 48' 14.274""",Many,Many,1,"Many clumps covering quadrat, Bermuda grass","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7D",608833.09 m E,3899705.70 m N,,,"Mjv114_bio_vt_kjs_eriogonum_inflatum.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_1.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_2.jpg",,Gravel (2-50mm),~33°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 4.250""","-115° 48' 14.173""",1,7,4,"Desert Trumpet, aka Native American Pipeweed","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7D",608833.09 m E,3899705.70 m N,,,Mjv114_ bio_vt_kjs_unk3.jpg,,Gravel (2-50mm),~33°,Poaceae,Cynodon dactylon,Yes,Keep,Cynodon,dactylon,"35° 14' 4.250""","-115° 48' 14.173""",2,7,4,Bermuda grass,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7D",608833.09 m E,3899705.70 m N,,,Mjv114_bio_vt_kjs_unk_barrel_cactus.jpg,,Gravel (2-50mm),~33°,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 4.250""","-115° 48' 14.173""",1,7,4,Small/juvenile Barrel Cactus,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7E",608834.00 m E,3899705.71 m N,,,"Mjv114_bio_vt_kjs_eriogonum_inflatum.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_1.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_2.jpg",,Rock (>50mm),~31°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 4.250""","-115° 48' 14.137""",2,17,4,"Desert Trumpet, aka Native American Pipeweed","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7E",608834.00 m E,3899705.71 m N,,,Mjv114_bio_vt_kjs_unk_barrel_cactus.jpg,,Rock (>50mm),~31°,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 4.250""","-115° 48' 14.137""",1,17,4,Small/juvenile Barrel Cactus,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7F",608834.00 m E,3899708.00 m N,,,"Mjv114_bio_vt_kjs_Plagiobothrys_arizonicus_young.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _small.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _1.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _2.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _3.jpg",,Gravel (2-50mm),~28°,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 4.325""","-115° 48' 14.136""",2,12,5,"Opposite leaves, linear, furry. Arizona Popcornflower","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7F",608834.00 m E,3899708.00 m N,,,"Mjv114_bio_vt_kjs_Salvia_dorrii_1.jpg, Mjv114_bio_vt_kjs_Salvia_dorrii_2.jpg",,Gravel (2-50mm),~28°,Lamiaceae,Salvia dorrii,Yes,Keep,Salvia,dorrii,"35° 14' 4.325""","-115° 48' 14.136""",3,12,5,"Encelia-like, light grey-green leaves","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-7F",608834.00 m E,3899708.00 m N,,,Mjv114_bio_vt_kjs_unk8.jpg,,Gravel (2-50mm),~28°,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 4.325""","-115° 48' 14.136""",1,12,5,White Bursage,"Sunny day, little wind","Fisher, Macias, Baughman",Y,Unknown 8,SM
"MJV1-14-BIO-VT-1,1-7F",608834.00 m E,3899708.00 m N,,,Mjv114_bio_vt_kjs_unkcholla.jpg,,Gravel (2-50mm),~28°,Cactaceae,Cylindropuntia acanthocarpa,Yes,Keep,Cylindropuntia,acanthocarpa,"35° 14' 4.325""","-115° 48' 14.136""",1,12,5,Buckhorn Cholla,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8A",608847.96 m E,3899695.01 m N,,,"Mjv114_bio_vt_kjs_eriogonum_inflatum.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_1.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_2.jpg",,Bare Ground,0,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 3.898""","-115° 48' 13.590""",1,7,5,"Desert Trumpet, aka Native American Pipeweed","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8A",608847.96 m E,3899695.01 m N,,,"Mjv114_bio_vt_kjs_Plagiobothrys_arizonicus_young.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _small.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _1.jpg, Mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _2.jpg, mjv114_bio_vt_kjs_Plagiobothrys_arizonicus _3.jpg",,Bare Ground,0,Boraginaceae,Plagiobothrys arizonicus,Yes,Keep,Plagiobothrys,arizonicus,"35° 14' 3.898""","-115° 48' 13.590""",1,7,5,"Opposite leaves, linear, furry. Arizona Popcornflower","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8A",608847.96 m E,3899695.01 m N,,,Mjv114_bio_vt_kjs_unk1.jpg,,Bare Ground,0,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 3.898""","-115° 48' 13.590""",1,7,5,Mulefat,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8B",608845.47 m E,3899697.97 m N,,,"Mjv114_bio_vt_kjs_Opuntia_basilaris.jpg, Mjv114_bio_vt_kjs_Opuntia_basilaris_insects.jpg",,Gravel (2-50mm),0,Cactaceae,Opuntia basilaris,Yes,Keep,Opuntia,basilaris,"35° 14' 3.995""","-115° 48' 13.687""",1,6,6,"Blooming, had 2 beetle-like insects inside a flower","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8B",608845.47 m E,3899697.97 m N,,,"Mjv114_bio_vt_kjs_unk21.jpg, Mjv114_bio_vt_kjs_unk21_fruit_1.jpg, Mjv114_bio_vt_kjs_unk21_fruit_2.jpg",,Gravel (2-50mm),0,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 3.995""","-115° 48' 13.687""",1,6,6,Hairy Leaved Comb Bur,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8D",608844.85 m E,3899703.73 m N,,,"Mjv114_bio_vt_kjs_Salvia_dorrii_1.jpg, Mjv114_bio_vt_kjs_Salvia_dorrii_2.jpg",,Rock (>50mm),~22°,Lamiaceae,Salvia dorrii,Yes,Keep,Salvia,dorrii,"35° 14' 4.182""","-115° 48' 13.709""",1,3,3,"Encelia-like, light grey-green leaves","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8D",608844.85 m E,3899703.73 m N,,,"Mjv114_bio_vt_kjs_unkhedgehogcactus.jpg, Mjv114_bio_vt_kjs_unkhedgehogcactus_flower.jpg",,Rock (>50mm),~22°,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 4.182""","-115° 48' 13.709""",1,3,3,Engelmann's Hedgehog Cactus,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8E",608844.85 m E,3899703.73 m N,,,"Mjv114_bio_vt_kjs_Salvia_dorrii_1.jpg, Mjv114_bio_vt_kjs_Salvia_dorrii_2.jpg",,Rock (>50mm),~24°,Lamiaceae,Salvia dorrii,Yes,Keep,Salvia,dorrii,"35° 14' 4.182""","-115° 48' 13.709""",2,19,3,"Encelia-like, light grey-green leaves","Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-8E",608844.85 m E,3899703.73 m N,,,Mjv114_bio_vt_kjs_unkEphedra.jpg,,Rock (>50mm),~24°,Epedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 4.182""","-115° 48' 13.709""",1,19,3,Morman Tea,"Sunny day, little wind","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-1,1-9C",608860.16 m E,3899702.14 m N,,,"MJV1-14-BIO-VT-1,1-9C",,Live Plants,~1°,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 4.124""","-115° 48' 13.104""",2,3,2,Globemallow,Gravel with large plants,"Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-9D",608861.11 m E,3899706.48 m N,,,"MJV1-14-BIO-VT-1,1-9D",,Gravel (2-50mm),~4°,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 4.265""","-115° 48' 13.064""",1,4,3,Engelmann's Hedgehog Cactus,"Granitic gravel and cobbles-small boulders, loose","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-9D",608861.11 m E,3899706.48 m N,,,"MJV1-14-BIO-VT-1,1-9D",,Gravel (2-50mm),~4°,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 4.265""","-115° 48' 13.064""",1,4,3,"Barrel Cactus, tiny","Granitic gravel and cobbles-small boulders, loose","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-9E",608860.70 m E,3899710.47 m N,,,"MJV1-14-BIO-VT-1,1-9E",,Rock/Gravel,~27°,Cactaceae,Cylindropuntia acanthocarpa,Yes,Keep,Cylindropuntia,acanthocarpa,"35° 14' 4.394""","-115° 48' 13.079""",1,3,3,Buckhorn Cholla,"Steep rock and gravel slope, mostly granitic and loose","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-9E",608860.70 m E,3899710.47 m N,,,"MJV1-14-BIO-VT-1,1-9E",,Rock/Gravel,~27°,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 4.394""","-115° 48' 13.079""",1,3,3,"Asteraceae family, no flowers at all","Steep rock and gravel slope, mostly granitic and loose","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-1,1-9E",608860.70 m E,3899710.47 m N,,,"MJV1-14-BIO-VT-1,1-9E",,Rock/Gravel,~27°,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 4.394""","-115° 48' 13.079""",1,3,3,Engelmann's Hedgehog Cactus,"Steep rock and gravel slope, mostly granitic and loose","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-4,4-1A",609113.88 m E,3900027.11 m N,,,N,,Bare Ground,0,Saururaceae,Anemopsis californica,Yes,Keep,Anemopsis,californica,"35° 14' 14.572""","-115° 48' 2.913""",1,3,2,"Yerba Mansa, near stream","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1D",609118.66 m E,3900016.18 m N,,,"Mjv114_bio_vt_kjs_unkhedgehogcactus.jpg, Mjv114_bio_vt_kjs_unkhedgehogcactus_flower.jpg",,Rock (>50mm),~46°,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 14.215""","-115° 48' 2.729""",1,5,5,Engelmann's Hedgehog Cactus,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1D",609118.66 m E,3900016.18 m N,,,Mjv114_ bio_vt_kjs_unk3.jpg,,Rock (>50mm),~46°,Poaceae,Cynodon dactylon,Yes,Keep,Cynodon,dactylon,"35° 14' 14.215""","-115° 48' 2.729""",2,5,5,Bermuda grass,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1D",609118.66 m E,3900016.18 m N,,,Mjv114_bio_vt_kjs_yucca_schidigera.jpg,,Rock (>50mm),~46°,Agavaceae,Yucca schidigera,Yes,Keep,Yucca,schidigera,"35° 14' 14.215""","-115° 48' 2.729""",1,5,5,Mojave yucca,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1E",609121.06 m E,3900013.55 m N,,,"Mjv114_bio_vt_kjs_salazaria_mexicana_1.jpg, Mjv114_bio_vt_kjs_salazaria_mexicana_2.jpg",,Rock (>50mm),~25°,Lamiaceae,Scutellaria mexicana,Yes,Keep,Scutellaria,mexicana,"35° 14' 14.129""","-115° 48' 2.635""",1,20,6,"Paperbag Bush, aka Mexican Bladdersage, aka Bladdersage","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1E",609121.06 m E,3900013.55 m N,,,mjv114_bio_vt_kjs_unk1.jpg,,Rock (>50mm),~25°,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 14.129""","-115° 48' 2.635""",3,20,6,Mulefat,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1E",609121.06 m E,3900013.55 m N,,,Mjv114_bio_vt_kjs_unkglobemallow.jpg,,Rock (>50mm),~25°,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 14.129""","-115° 48' 2.635""",3,20,6,Globemallow,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1F",609119.70 m E,3900013.20 m N,,,"Mjv114_bio_vt_kjs_eriogonum_inflatum.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_1.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_2.jpg",,Rock/Litter,~32°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 14.118""","-115° 48' 2.689""",1,>28,8,"Desert Trumpet, aka Native American Pipeweed","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1F",609119.70 m E,3900013.20 m N,,,Mjv114_bio_vt_kjs_unkglobemallow.jpg,,Rock/Litter,~32°,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 14.118""","-115° 48' 2.689""",1,>28,8,Globemallow,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1G",609121.07 m E,3900012.00 m N,,,Mjv114_bio_vt_kjs_unkglobemallow.jpg,,Gravel (2-50mm),~38°,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 14.079""","-115° 48' 2.635""",3,~56,5,Globemallow,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1H",609124.26 m E,3900011.70 m N,,,"Mjv114_bio_vt_kjs_eriogonum_inflatum.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_1.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_2.jpg",,Rock (>50mm),~32°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 14.068""","-115° 48' 2.509""",3,~56,5,"Desert Trumpet, aka Native American Pipeweed","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1H",609124.26 m E,3900011.70 m N,,,N,,Rock (>50mm),~32°,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 14.068""","-115° 48' 2.509""",1,~56,5,Barrel cactus,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1H",609124.26 m E,3900011.70 m N,,,Mjv114_bio_vt_kjs_unkglobemallow.jpg,,Rock (>50mm),~32°,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 14.068""","-115° 48' 2.509""",1,~56,5,Globemallow,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1H",609124.26 m E,3900011.70 m N,,,Mjv114_bio_vt_kjs_unkiceplant.jpg,,Rock (>50mm),~32°,Solanaceae,Lepidium andersonii,Yes,Keep,Lepidium,andersonii,"35° 14' 14.068""","-115° 48' 2.509""",1,~56,5,Thorn Bush,"Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1I",609121.57 m E,3900016.22 m N,,,"Mjv114_bio_vt_kjs_eriogonum_inflatum.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_1.jpg, Mjv114_bio_vt_kjs_eriogonum_inflatum_flower_2.jpg",,Rock (>50mm),~30°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 14.215""","-115° 48' 2.614""",1,3,2,"Desert Trumpet, aka Native American Pipeweed","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-1J",609125.78 m E,3900006.95 m N,,,"Mjv114_bio_vt_kjs_Phacelia_distans_1.jpg, Mjv114_bio_vt_kjs_Phacelia_distans_2.jpg",,Gravel (2-50mm),~27°,Asteraceae,Phacelia distans,Yes,Keep,Phacelia,distans,"35° 14' 13.913""","-115° 48' 2.451""",1,>55,4,"Purple flowers, aka scorpion weed, aka wild heliotrope","Partly sunny/cloudy day, strong, cold winds","Fisher, Macias, Baughman",Y,,SM
"MJV1-14-BIO-VT-4,4-2A",609124.19 m E,3900032.89 m N,,,"MJV1-14-BIO-VT-4,4-2A",,Live Plants/Water,~1°,Saururaceae,Anemopsis californica,Yes,Keep,Anemopsis,californica,"35° 14' 14.755""","-115° 48' 2.502""",~80,~140,4,Yerba Mansa,"Gravelly (granitic) stream channel with alkaline minerals, some surface water expression","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-4,4-2B",609125.68 m E,3900030.35 m N,,,"MJV1-14-BIO-VT-4,4-2B",,Rock,~2°,Saururaceae,Anemopsis californica,Yes,Keep,Anemopsis,californica,"35° 14' 14.672""","-115° 48' 2.444""",1,14,4,Yerba Mansa,"Gravelly stream channel, numerous cobbles-boulders (granitic and basaltic)","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-4,4-2D",609129.29 m E,3900024.63 m N,,,"MJV1-14-BIO-VT-4,4-2D",,Rock,~8°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 14.485""","-115° 48' 2.304""",1,~40,6,"Desert Trumpet, aka Native American Pipeweed","Large granitic boulders and basaltic cobbles, gravelly granitic substrate","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-4,4-2D",609129.29 m E,3900024.63 m N,,,"MJV1-14-BIO-VT-4,4-2D",,Rock,~8°,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 14.485""","-115° 48' 2.304""",1,~40,6,Engelmann's Hedgehog Cactus,"Large granitic boulders and basaltic cobbles, gravelly granitic substrate","Espericueta, Rodriguez",Y,,SM
"MJV1-14-BIO-VT-4,4-2F",609131.81 m E,3900019.67 m N,,,"MJV1-14-BIO-VT-4,4-2F",,Gravel (2-50mm),~15°,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 14.323""","-115° 48' 2.207""",2,22,6,"Desert Trumpet, aka Native American Pipeweed","Gravelly granitic slope, few angular cobbles","Espericueta, Rodriguez",Y,,SM
